owner,campaigns,lfp_campaigns
ka5gJTWARRSQuNBuTb4hvCDSJFb2,1,0
ka6wlAj5dCbNAyCSeuZQecaUkbm2,1,1
kaC2FI3Jedaebd9yUnFD9BRPCyX2,2,0
kaDC0xywlmVeEI1eVVFhdk5s3E73,3,0
kaE8sxz0aNU0mCcK9L2ica0rTy72,1,1
kaGVMJNi5na1iR6TQcMWA3jH96E3,1,0
kaIj6bBUH5Wa3TkBx68oY2QZcmV2,1,0
kaJ9l3E0Xbau9rVNeKEqMPwjr6k1,1,0
kaPi8uBzPccspzgi2FdP1iE7WBY2,1,0
kaT2pXniFRRcgNgYWDAqsz7I74D2,1,0
kaW9e4HDnjWjKlIRyuz1w27r6cz1,1,0
kaWIoLAyyBPYuVHNO6X74NWdgZC2,2,0
kaWN9dIe3eP7aofc9HIr0AyFEnI3,1,0
kaZNh6A2TIPKvEQ6gscYjxLZpH32,1,0
kadKIuIv6pVlmm53Kk8d3ewHHno2,2,1
kalilYiH1qUzIR5s7sQLQFfNXkk2,1,0
kamIhJy2hkO4nQXNgzxIpVCH0uD3,1,0
kamUu5dR8KhOxbMSVi5gJNzAyA73,1,0
kao7canVy5O0h1nAVJbBGgpOsmx2,1,0
karO33p84PN65Fc56S8Wyr4FUj83,2,0
karOZ3hEztT0QynpXs1VbfYEvL23,1,0
kawQD7kvmHgTK9Nz72wbHtZ9wFr1,1,0
kaxmPHzjhQhczosQcFRq0MZeJQJ2,1,0
kaxsFrZE9eNMKye0hHYaWXl0w2B3,2,0
kb2J8NJwB2X9pL7OH5WBRIT1Igi2,1,0
kb51mIqjb0PFHp5LF8W68UZF3eX2,1,0
kb66am70IYQJb7zcSvrTnnytu1x1,1,0
kb9NQwo0ACVGgTKsdLzXNVpn3TL2,2,0
kbBaYFS9QrhEyjSHAfa9nc0MzUA3,1,0
kbE34b1zwbWv1AtQPWMT9gyrwux2,1,0
kbE96BYOaubWvxZKOirxldb8FRc2,2,0
kbJepOCVlfQIbxZMnBGKn4sszBw1,1,0
kbRJFBvUsdY0ql2kG3tWYFDx8oC2,1,0
kbVKAKrcYMbWFBdPcREFoUYZsa72,1,0
kbVozg6bwhRtrsHoAS7J0YaEyQl2,1,0
kbX7ic2Gtmgbqzg6e8K0WGpmi5G3,1,0
kbYC6vrqrHT0uZkxjOJQCEj8Q3u2,1,0
kbZZoyWFlibQAIAxTLg5V1NANEz1,1,0
kbf2erZscuaO6T6IRNxL8BMB0EH2,1,0
kbf3CFtQsPXXkwAB7CrP5lermEc2,1,0
kbf93AeWQ6OXwhTvANY9GpncGkg1,2,0
kbhgHrvcTlVv4I8fkduCvGVkKPq2,1,0
kbjn5HPIakgK6t2eqSAX7vH8yUE2,1,0
kbjoZyGkAEPAIHbNdOYfQlXMjt12,2,0
kbnKddbhmvbTtC5nnba4aqM4dRf1,1,0
kbqQf35SukUMcgY3o5vigzQWqr42,1,0
kbqV75BzBHTzVVnvqLOXXNgq0GI2,2,0
kbsN55VLOdW1Qy97A7fEIrl6hxH3,1,0
kbshJZs8QPbd8R7qXy9VOTRoMRD3,1,0
kbuxAWBa1IaT1N5MLWrt8lUghik2,1,0
kbwdLav8OuWygmlwjp8QtpGQ3tz1,2,0
kbyYhisAKubvQk7Zx6WubglHqWI3,1,0
kc099BWxBpTgsIjt8pcoaKAcJFD2,1,0
kc0MBbCs8gQQ9cF1oX4ez2MUOB52,1,0
kc5flmJFJUfxi2QmgxmkYbj9GB03,1,0
kc7Pnt1PWRMKwwTM0d7WJjCBPNY2,1,0
kc8A0IIchAeFLFdE9dPrXHxov2k2,1,0
kc9KC9iAJ7W7cXODjMSZopQW8rD2,1,0
kcB7ZKoKVsNSXBpYtOXKfY1Io9e2,2,0
kcCSQL5EGKfsjRQvsEchRZmoKro2,1,0
kcDLF4ofR7OMWgSkXwug1W98F5n2,1,0
kcGfVVEjZUMW988GJH4Ov1UvUDD2,1,0
kcLIl1EVBlWYiOLjT5YGKmkIBms1,1,0
kcLhzVjlXVc2IPiAPy7ZN0JNCe92,1,0
kcOVBw2LHYb9WKGrhw3Sw1TdhxP2,1,0
kcP36tHf4PT1HOjAcBahdeG3ykG3,1,0
kcRJV1CGVvNHBCH7Nl66kPPl8wn2,1,0
kcRxHoJOiBOzhEySYHadB0ALgW82,1,0
kcTBF0qkU3OvGUixrlEBYk3EtP63,8,2
kcVZSQP30BUZE2ebUksWRfRsdsr1,1,0
kcXGsZccowVr5oYvWgtIjjEY23s2,1,0
kcbyeOzdWgV9JqXHyEyKGEu2QvW2,1,0
kcd37Jj3UXVYVcXbj2nAQt1jWg72,50,14
kcgB4t1SmMQpP5aoS5Rs9mGeyj42,1,0
kcgyVcty7wXRbG45ULZj8zQsaeX2,1,0
kcjL1BU2FpOJ5xfpsxRPhhRKFWz2,1,0
kclByrPUS2doDsflV51Cj6vasNr2,1,0
kcoFJRvj91VebhfFN4ZtBKDqmNe2,3,0
kcojTL8MUBc26YXuzHOaly2Jorm2,1,0
kcoq5GftrzcPpe6XsGzWohUw0xP2,1,0
kcqv3Ldh8Zg1rPQsPEMj1RUDu0l1,3,0
kcqyI4vc8nYGZx8Yh4XLFfd0NB82,1,0
kcttPrQMQcTjAWI8JxMAunqEAbj2,1,0
kczVr9pXphcaYoA24gMjkhUE7hy2,1,0
kd1jEFbfG0ad6ueX2hz9nCEs6QJ2,24,4
kd2AcQ0iEcXxQVvMAIj5TiNMb5s1,1,0
kd7TCQb9z9gbitM3Tp4iJUlSXyp2,1,0
kdEE5aZoDaWVLlk4yAmK8O9dsf43,1,0
kdFMnsviBcNNrayJ7QbGiBOBJL12,2,0
kdGe5W3wWkNQTTMD680aTQLkeuI2,3,0
kdJUZ3cctIRFVgF3wbf2Xg7mj602,1,0
kdSa2UmqRsUsDVStzi4jou0DSWy1,1,0
kdTfFieQ1Gexv1zCaZ3BPUhVfYC2,1,0
kdU86luXGRR25q85RsRBggbTWqv2,3,0
kdZJCTaRhbOZi1EihdacGNPOdNA3,1,0
kdc7EDQnMHctutMAM0HK8nyf5F02,2,0
kdf1kPW3muVNoCLwmfoPPqqrg6g2,4,0
kdfwGz0CoagABjbL9a6wgqSarou2,4,0
kdjcSc2X6UaNwRC2T8AqVB71MYa2,1,0
kdoFN1ldmegCStI6L5sJ4fbhEuy1,1,0
kdqjzyLfXabdJttnkVQFJSEZgxa2,1,0
kds4nqlyLpZVoWPoYZNp0gyKrpx1,3,1
kdv4yE5I1rbarEc0OVArQuVRrvn2,1,0
kdzHZe9EMhP1rWtvClsF8XOmVvA2,1,0
ke03VjLeIdYz6mSVOqvEgjVrK4R2,1,0
ke3ncUmoqufeFWy7AF0233ioycy1,9,0
ke4DowTzFBYmKcnZVK2IaveZEMf1,1,0
keAiRsucqbbiwVgk1SQIi4s8POz2,2,0
keBGrmcH5QUEUTLvLN9BBA1z0qn1,1,0
keCXQSxSzKejyxLpgexZ1acHEjo2,1,0
keEeIWwvzQhMOYOR8y97yaR5efo1,1,0
keFZBZW87kbQtxYZRL4tsYL70oi1,1,0
keFjgLNiW8ZbKJx0N4YQpNlsmM22,1,0
keIR64Auy0XBU23dTqkGT6280lY2,1,0
keIhciU2s8hAnpbNpLeUADjJ9JB3,1,0
keLPY4CbKtNGl5J010fU7IHJwSh1,1,0
keRKMgBRkAZTlCdoVaqkkbL4SZg2,1,0
keSBsjHstXPMrlNYcGBUIgXH6Mi2,1,0
keVYKrK1D8MEFCR1626Dkf8jMDm1,3,0
keWUPYTRuaWawufM7V4SIH123c12,3,0
keXbJXqvERORIKE5DzectShmvPF3,1,0
keZwmCYq8LYbuyVaWgv4Uir5gZE2,2,1
kebJckmcqsTRL6SFpdqqdNCqGW62,1,0
kebUb7K1xIMZInTksIvVdT2UhXy2,1,0
keeMhabKOmQ2RusOX7lBgFM1EEi2,23,8
keem2txWwhfj2QSmhmAvE3X4Xiu1,1,0
kej7fdS2cTbztWMySLPxtVdjKHu1,1,0
kel9uDm76XUChm9k7vtZOLwt6Ws1,1,0
kencKRP0L7eYuOjYRaoI1I07n5g2,1,0
kepzpOtetVf7dLsCNSf8oTQNtM12,1,0
kewsOaPiwlNZNP0HV3ox3WX4Xrr1,1,0
kf0AEzXpkxU0lepZfK29vgy8lfb2,1,0
kf58mxc2MbfJCLiZPe7Av7pWPtM2,1,0
kf5nO1GxWjc9IXRPitsm7JIFroa2,6,1
kf7151xIYcZshpj1sk6Fbqiep2b2,1,0
kfB0jk7pp1he4EnFOzJtbCmXYeL2,1,0
kfDn4yJOwlWkTfKe9LwTh52FtdE3,1,0
kfFunDpzlUclhFtYf5dyT99rZUY2,1,0
kfHK4I4XA3hSLTjBCRd1QeA6QJ12,1,0
kfHbFqoXPKYw7ysQbaMwa9nlwJz2,1,0
kfJnKdQKzhMbOEACci1E15bM9E43,1,0
kfMnRDx91AR5SUfYHxEjVlY3BNM2,1,0
kfTmMyePNHf9K3RfsXw8HRmqms32,1,0
kfV8ZbvqbZYbTf9cGSE4mNYVtB12,1,0
kfWs3xJl4VXLsDKT0PzOEeLB5vg1,6,3
kfXCCMpKPFU5rejhoM7SJEK2alg2,1,0
kfcJTgjCPbg3O2UxWGz357wekHd2,1,0
kfdthQPGN0Nn1y6BQd24T4w8T4y1,1,0
kfjEuYP70nNYvxYti1LLpgn28dH3,3,0
kfjJTbQ7XJZ8eowY0JzZGtcGLwQ2,1,0
kfjakvDk85Z9Yt0gSFLYwU5NOXQ2,1,0
kflwS3sxIfX1LyWVAqpWQdraRhJ3,1,0
kfrD54dUcugEzXfgPddlf7V5IIU2,1,0
kftSIJ73Cdaa7WGbTj31NmAf7Pp2,1,0
kfyLVMANAlP045m0KD5PENY7Tr93,1,0
kg82NkxHpgblB4vgFv9YpJ6MoXj1,1,0
kg9DWrcYNTU6iBoS0YHTHbQimNQ2,1,0
kg9SwuomFZNeGhCrbJyBn6z1GHT2,5,1
kgAQDmNjYwdYnJteYNtWpk8GNeA2,1,0
kgDUy1ywrkUZSp90hG2ztcn3bXJ3,1,0
kgEj2Gtx3TgiRx6zomxqCpCyXLu1,1,1
kgHRaPi7yDSHY6Ip7XYLexQwRYS2,1,0
kgHxWC4NzPZrNbePOSsbrYMoVOe2,1,0
kgNjMrjLeyg7DKTAsz05MpYW8Oi1,1,0
kgOC8nT5oGdGwFMh4uipQ9wgAlG2,32,6
kgS2n39ViqXodq8GkAGzV3QBKii1,1,0
kgUwCD6Xsmcw0suUmFnHZAv4YO82,1,0
kgWLRwEuKQMp9p9ThbW4n2y65uy2,1,0
kgX4O59lUvQG5MqCpGhT9oy8Boz1,1,0
kgXRJLFZDUV3UNOGVtGISTDTyFi2,1,0
kgYrMSgAsGUzHaQGtRJyhZVyHsJ3,1,0
kgi9w17vX9P7h0BowHuC8lkTFVW2,6,0
kgisOt924zRf8gPHPSI65NauVG82,3,0
kgj4KYkdfQUSvgZ7cmVsfFLIgtf1,1,1
kgmo8dVD7RdMjGUUZYKk9nEiaXM2,1,0
kgosaGBn5QU6wBjQSkAyE3DXR0g2,13,1
kgrttXaS4EhqEudc4aNbF6tIkUn1,1,0
kgsmcV6tCYd2dqC4I9cGPBeXUNp1,3,0
kgt1S7my2nem2NldpvofUfsD9sK2,5,0
kgvltTRoZDRZ4GNrOHrKzrIegQn1,4,0
kh1GPD8QLGSRWAO9rAfOYjLZpuF2,13,0
kh1ajgAV0Lbd5bxIXqEcwEJoqbn1,2,0
kh6X7HH9sqe2HWct7wLSYId7sBE2,1,0
kh9tZxZI8YMQvAQY85HYEo5eH7j1,1,0
khAfm01DDgMx31aeo5FOKKoO3Bs1,1,0
khDLLnu0sfaB4SHSp4IgCC96Eke2,1,0
khDgXyzIj6N8TVWFO9kg7Vjdmwc2,1,0
khHEifbib0ZInyjA65BXunYS7rO2,1,0
khKFBi9thlN7XFPdSliiOT8YPDS2,1,0
khKfVlljjCVQZ5R3D0t9LTGqPpy2,1,0
khMUvlYyA2dMaBQXjowF3JZttTv2,1,1
khQ49dFZCMcFGHoY9QqsusENes52,1,0
khQbqPRGxkYyREu9m1FZ5apzcXt2,2,0
khRXgGZYh5NPVHltdqDaBEgSv872,1,0
khYw3HbkJfTrmZZCybBKBaH0ODo2,3,0
khm78ChLX7N0GbCYFruQwVtwmwt2,1,0
khsRRf9lwPQItlyRPDKoHwHAQNK2,1,0
khvzJDz5YLft7RQEBPDKecqJGq02,1,0
khzR8lqf86WpR8qV5g9gWDnXWtk2,3,0
ki1QzIYQqpdYhLjmaE1gNn8quWJ2,2,1
ki5HKg1R9mXlxiuv01DcsuSBdlO2,4,0
ki6BwibVLxcpZqmnFOiseNXOCak1,3,0
ki6o2mufAGhQeTKaPysh9BdrrCR2,1,0
ki7nv01DipOxEi0XlJS2g5eseBW2,1,0
kiBLYzjgoZYkVBrRAOqBkvv7nFI3,2,0
kiDCM09XtuNBRLW2FFgLxrJeQYl1,1,0
kiDHWXUsQQXtgeFvmdLSIDJNl2Z2,1,0
kiDQ64JIriPVwSRMdTSArfhxYq12,2,0
kiE25ltOQeOarV1ZvMfylF1Vxrc2,1,0
kiLBevo9zMh9STuxKrtCzBRr1y03,5,0
kiZN2tK0tAOxHMBajielFHIb8gw1,5,0
kibMO88x9HXeNxaPVcIHUs7IPPb2,1,0
kidne7qaqldYbeTElJ0FaDhQSC62,1,0
kifdx4di3FeHmbgSotAhwPKUKum2,1,0
kifykbRz18YS2oKNChmvxSwiz8y1,1,0
kikODkyKBpTrxZTptkMCO0QeLsh2,1,0
kineXZtul8OnhouEroc09xP3qvy1,1,0
kintJMKpNVXpWGoRPZwh2oadV5i1,1,0
kion1C3KnpSTN7DcLBRvgDkuG302,1,1
kiqEvp7L72NJSL1fAJDUiLMBkv72,1,0
kiqVBpv72hPCfGhVevyQWy0m0Kg2,1,0
kiqtcCGe3ZW3mCgiErjGfbafwoh2,1,0
kir00i7Ck2hFCRea9fVQYd53ko42,5,0
kitwBBAlUJSgErGtrYkW741bTng2,5,0
kivVoNE9lCWRrwOc0vd3RxG0ZHH2,1,0
kiy47polGPWJMamYzDrdblLNnWo2,1,0
kj1cD6xEXOWdoBiEFib3nUp0GHr1,1,0
kj4Z6Hcxi9WfQ0TyxglftjfulhQ2,1,0
kj7OM0u5UJehK8rEK4po6oATxVf1,1,0
kjDCVxRiCrbTn0dguIyn5bswQHS2,22,9
kjFukgWNJKdW7sxYu4sB45VoBdk1,1,0
kjIDuyg37SNwm8LTKFU4GFfzfdo2,16,0
kjIkh2yWqvbtCsUDmHclZ7jmHxw1,2,0
kjJ0tEdoggMtMEiDVlyy31yjtS52,1,0
kjJVFZucyaS8aAY9fOZekSF3rfm2,1,0
kjNtDTnaQ9ZMUMWCVg6xsXTThvi2,1,0
kjQsh1AstBOZVFIiwdNnb8q9G2L2,1,0
kjROdS0kRWUcHdAJ96ZwqiLX9ah1,1,0
kjSweNC4AzWC3QjKvnmm6Ktzmhx1,1,0
kjToQ8EWz4dxsUmhr76Q13MpLKE3,1,0
kjUQTLzwM7X9JOLTt2yEAb04GBB3,1,0
kjUpFf0itefubM88DfFgsENP4Nw1,1,0
kjaBoj0unEd7oeI1inXGhDmMKjL2,1,0
kjbFhsU83EX5gNLLcq2fQUmuAA63,5,4
kjbijaIZDvPBDhozOROJxe5goG12,2,0
kje9w75aEvfx7llokUvLEO7JxWL2,3,0
kjezn5tnHOYoZZLAcnF1wrmNnv33,2,0
kjq3uWwh4xfI6ZKc4hH2h176rmA3,1,0
kjqprvR3oyTXfxSLHgQ0K6gvQyt1,1,0
kjs9yBImmMYrz058jFUotcuLOp82,1,0
kjurCNaI1QUi9L8ohnYQqHosNY22,1,0
kjvRRw67MNdZKHoOA1XNb5gESH93,1,0
kjvRlOh2FDQkTeqJn01XbU4F2gk1,2,1
kjwDYOx9lhgFlJheAMrzdhaQHD13,2,0
kjxeB9Pn1bQX72h47FUKrLlLQWv2,1,0
kjzXBAJVQvMp9cs6v1zscA3kyjt1,1,0
kk4k8urMUtUoZBgpNWb4GlAOa2I2,1,0
kkA4ynxtzCTz0QUYYbzUX7y8yMw1,2,0
kkAZ8Ova0aenTtWZmHs0aX9Rnyx2,2,0
kkAl2dOj34WG3j3gtICxCylmejo1,1,0
kkFLj5oJglbGzfPQM9XnF9yvJ9J2,1,0
kkG6RHEWNUTVturyo3ZhkRNoHYC3,1,0
kkJYH0uC32XAiGxs6l3HZ3cXxIS2,18,1
kkJe1m6N8WV4AWBRIAABaXXEMtx2,3,0
kkL0TYwyhLhmLFsowV8Y4prdJR52,1,0
kkNh2y52cLUFWxvr0HcSk8MQORc2,3,0
kkNiNWA6heMHT289uAWmuoRSa7B3,9,1
kkPjxgDicpaM4jC84I2La8ctdpj1,1,0
kkR9JkOptmOMKBfOKIzbPmN3LwA3,1,0
kkTiHNvMKWQRPs2uAuMmRPKtOHJ3,1,0
kkUIYwdNtNQmIwhTIoiYFOl95y33,1,0
kkVKqnIDiDNPzkp5cKM3aUSP3ar2,1,0
kkc3aZOTgLcwOJaSXjR0LC0HonE3,2,0
kkd3dKZWkIT7IsjcfZ5Ql03aOSG2,1,0
kkgffqdRQ8Rse7q7WoBXLdNhpxs2,1,0
kknBYfnYLtNvPrMjBMaaZzV1igl1,1,0
kkqTe4WL58bcZ6kuf4RZvVkTwzF2,4,0
kkrduwLxi4MIN2fiqxkXtal9A5D2,1,0
kkvZ93yAl0bJNHhgxt2b0Ir9jd63,4,0
kkvjJKhj7ITjicjPrp9cgWkN0as2,1,0
kkvtuMuaVYaRnqocFnbtJhyWo642,1,0
kkxqbU3MzfWDzNY2m46ti2ghW3i2,3,0
kkyOnYuDDjaQlW4OI5SXUGic6mo2,3,0
kkzpiDfDFMUnoguXQoOHTNl0oIp1,1,0
kl5vxNzAzVRRU4fNxKjulilmdga2,1,0
klA4wttQgHMn67ErcfjTBChzdNf1,1,0
klApLPn5DhSViqj5hFpNCSIg4nP2,2,0
klOrv8dhx1M73q2pPANZaS1e8xI2,1,1
klREENTr2CM12AhLpG3K2Lclv9A2,8,0
klU4BuAYWbW0X71OsLK0q4xWkDN2,1,0
klZkL3aoLZQoFfbsqJFmtS5r77g1,1,0
kleTy7eQUhTyMNg1ijFWiukoKqI2,1,0
klk8CL3T7SZo0blulNoduT0BGCy2,1,0
klnh3QC67iN9djVDkXLKyHY1ArJ2,2,0
klqGDFH1mhUpLuPvZBZszXjjOwj2,1,0
klukDMDNkxQv0oK6nuYch4Mm83B3,2,1
klv5SGVd8QcaEBdF7iAGPGvmxhE3,1,0
klxeTc6DgyNKguTBxRqBEJZMzcA2,1,0
klxy0joKORSTH5lJp2BlMSEqRiC3,1,0
klySYOpRvsWg92Rirc5vOW0qi6v2,1,0
km4JBCTgR5dzILCmllgnYmgUYpH3,1,0
km6rbicMIDSw4np1JfE3CdKYp5c2,1,0
km7Z3YRwBueTFBE0RfoW9VZm2qW2,2,1
kmALR648kJfJQA42NFqAzTNEXRi2,1,0
kmBnp4qLfbgWYNKrgpa9TLyCjEX2,1,0
kmMMfemg8rTmeg4yOYSzBHfTSg03,1,0
kmTxLJDplBXWKp4ByLW3AUvnpu02,1,0
kmWsdFW1U5X1nVjbnBpyEjTxkzn1,1,0
kmYs2V688nR3CtCy2ux9l3INWPl2,1,0
kmZFpbHHj7Xg876a5MMskzdFOls2,2,0
kmddpH29DUNqedVrOFNC8lzftes1,1,0
kmgXNoMrosMpEx7W9dlAfGCri463,2,0
kmkCtoDAexYRNg3EGpe1jPDqbgI3,1,0
kmmoQdOCCqhRxA9yQYahaMtBxHn1,1,0
kmpatdCcunfi6kbSmaoyDVoJCdI2,1,0
kmrWaccGCIU4P5NJsaQg8vh3H8Z2,1,0
kmtiomOUCHh8yJ5YfQGwE4T9RxN2,24,1
kmuIjlFRQIb2Wa0PgHnFTLXEkbp1,8,1
kmuVpDtN1CPmklpUT4CDnGaesVW2,1,0
kmv9RovoirSnlrnaUopZcjvungz1,1,0
kmvZoQANdKXvkYBvpnqdQFQ83mp2,1,0
kmwv0mBniBZM7GrtieHPQ0NVnLJ2,1,0
kmxCZZReESfYIkPBeFRCq0HoAWA2,1,0
kmxJkmE9kzXUdgzETU40PkebASS2,1,0
kmxf06qfFggS5MbnWnZmUPHBqLx2,1,0
kmxwXekzlDVEGTs9pD8Ff7yY8313,1,0
kmyv3dVkyDbkMJIRoqAcSR1RZHg1,1,0
kn04vSWLfYPOGL0zG9rK1p4uh0k1,3,0
kn1E0gUtztSNZVRDiQA2IC9cfPb2,1,0
kn6gd459cJeilJ10PAVDzihWZw03,1,0
kn90s8gWtYbGujlRqT91yhkkdHn1,3,0
knBm9ArqoePmNBM7hFZTtRZkfzy1,1,0
knI00cR72caXu3L7lQKQKT1d78Y2,3,3
knIiDwLcjMZxdTDRir69x0Lzi4p2,2,0
knJPhJxVVDQuzg3PFHKEfpb8wVy1,1,0
knNiVZet6Kb35ZICUujHp1LaYos1,2,0
knOBx176Tja8ii9jPz7ZuxuBfhY2,1,0
knQKi1xZPCUYL03HpaurqwRGlzr1,1,0
knRVts3GGOe6HjdkvzOnB973Vuf2,1,0
knRtUQGDyGe0aYsDifCeD6Zi3jh1,1,0
knSAEBaqdndtv6i1sv9AbtHcmDG3,3,0
knUC7fpL50TZd20FYRc64dbM4GA3,1,0
knWmMPthVMbuHiOexthfOR7nwgh2,1,0
kncVVaiqwvgPiVQHEQa9M9062nw1,1,0
knfIwDn6XQZbKs7tX0zUyaTBwvs1,1,0
kngv9YUtY2UK7ej4J5t85BYaOe13,4,1
knjiaN1YZaXCtccP1tv4S95q2iA2,1,0
knl781PgNfVRv3dSsfs9JdyXkUq1,1,0
knm9Jyw3MwUgmeC4XhJQpvbxgHG3,1,0
knmLVEmUpcSGOS17874EgqqJEDZ2,1,0
knnClPvFXSZdgllRyQoJv2CbvSl1,1,0
knnDWOqZZSO5bewOzbQQO8vmKoR2,1,0
knoyBTLsnwVlMBFa6ieDihQd2yh2,1,0
kns7IphRvNami8RCzjm4wdlbAnn1,1,0
knuebOd8dZQJJFOTJ9s3s9KsYlM2,1,0
knxpeJKAXlZMS5bF7Ze4oOjNrYq1,1,0
knzdvCwFxoOUVWpCyJXsbM5nptG2,1,0
ko1mIc0pXvd8swXu96wUobjdxS93,1,0
ko2aNwRNqoUGJxH0RROpeYkMEy02,1,0
ko2qvQb19wfS3wmuSYcObYC2cXq2,1,0
ko8NJ5vXaQZ5cVK4dkSRnKh0HXk1,1,0
koAPzPUTFVehmtbJIvCnOKFjN0y2,1,0
koAxOLbyQlcdAXSexmePgxydGwQ2,2,0
koDSNWNdtle7P17YNDdZgqdKtfq1,1,1
koDwxHdItgY5Li1k7qc2VkT1krw1,1,0
koFXkMPfnOP7PjE60IJq90zTbOI2,2,0
koHwOJYq8qeS0q4y2AQ00HSGt9m2,12,1
koL8Jm2dwsXXxg5y7c1ZiEM4Clf1,2,0
koLaR0Mcq8R8b6KJF46bz9dpVdt1,7,0
koNHhiZPYIcCgYZ5CdoFNXPIpn32,1,0
koOKdGi0jfOfPSvRJXEJisRyIH63,3,2
koUzYr4qU8Ou6sSlh2uacM3rG1f2,1,0
koV8VEqlEtdyihYVbHPW1FOYjB93,1,0
koW5hEZ5AyendpRxGVjv7jVYlHH2,1,0
koXTazj2yaQCLxtfwVGAkc3fh7H2,1,0
koZDqHXuG8NU7uYDUXdlnkOYkFt2,1,0
koZakG4x24PRghAES9eqjHKGPeu1,1,0
koieAFO9L2cWYL5O1XSnm2iQZVE2,1,0
kokJoDw2XRdV1eD0e5hZnEqzYgz2,1,0
koklBc0qtRYvsCtfLx7MiiUZSRg2,1,0
kol0uYfgzkOI5oMif7X16iBciYm1,1,0
koogBG6eT3TvRimHTExqHTkHyCF2,1,0
koraLSjiQINXcFu8XQjre8jvPGx2,35,0
kosbHFPd5pSBVrr2wxXhrPw1eUr2,1,0
kosrhFk7rDQStSVduMj2Ie6NCGI2,9,0
kotBlX5rFkQHRdCuSFqOVHoMCb62,5,0
kovVawX0cwaDkRO0xezYmFkVNHw2,1,0
kp3v0r2hUMfrHJHNzVH86r7UBMm1,1,0
kp7yQxayZ3ORys3N1RWLRPl0vjq1,2,0
kp8vIBN6pvQAEz9SfktBjYSxXXB2,2,2
kpDkyIrncTNAeg4QNfRSRDXCacA3,1,0
kpGAd9HWm1PrlbghdHSV2MiMhbU2,2,0
kpJ89fQ2d6NeOf4U3ax8eKbW9kw1,1,0
kpJNAMuQaxU1bduSKKpMgJ49gv33,1,0
kpPFY96J2rZ2OnTNtYZsDQAzF273,1,0
kpPJ4SKClGZS502IGyKjV0xEnii1,2,0
kpVFSnkdlBcVjnSRRVOQutcVtqz2,1,0
kpWfDevBvFYvMIME3Cp788AtrGQ2,2,0
kpXTb6a3FeMYGDMNvW7p0qvLH0b2,1,0
kpXc9ppWTCUxZ0HX3z9iYl4y9V22,2,0
kpZiOUavlVcbnRo5g4zrJHHp1Sy2,1,0
kpcNgwjGNFT8Ym9MBOqJVVPxKbz1,1,0
kpecXer5cZZu0IxcbaQQISqN4eb2,1,0
kpgmAakEpYMijArAgPmoQeIgKJQ2,1,0
kphcPoiIOQSp7Rs3lauH6mUET3D3,1,0
kphszpsC4HN1P6UH4BwsGFpNUjy1,1,0
kpkP6XwMCeZdyHJw38xnRytOF1C2,1,0
kpm9hGwRLdVt3zUlOoHlWr4PI2p2,4,0
kpnQJc0TW6SrD0WxYK8a5UEbaiw2,1,0
kpp1i248eLa1Ch0Hp0umQkcoWOy2,3,0
kppFvsxiMbR7o5Siaj5oAXsve0y2,1,0
kpq3uzGG4WTYkLAhwbGArmPJceR2,1,0
kpthRZrgl7b7ObkanOaNJVbdX1h1,2,1
kpuTlpp00SesntjAqRCa10LBar42,1,0
kq26iQcFHdShsDLSQF2DrpWfIj52,12,2
kq2wzKQIIzN3QnSJFYAsvYR3zXs2,1,0
kq3IedK57iXZ3S1vtgpJp7vXSCE2,1,0
kq3nDZipu7dyRGUtDrKJxc1FFIf2,1,0
kq5EEJqJSugsUSSAILgelMUvOQf2,1,0
kq6fk7GMqsef0eCAeYB1JMzlHs03,2,0
kq798k7ED6c4R1ucLOm0VLffxrd2,1,0
kqBwDJwjwLOlmXMr8VaSiqjlw4v2,1,0
kqFX2InQa8bauHQOI2FWt0oZPWl1,8,2
kqI2VZY0OPQnOffcMIvvsHYqw3l2,1,0
kqI6tgtrNublG78pUxFdyeBS3yu2,1,0
kqK4r59zz3XXTQys9m1kXJ9TILr1,1,0
kqRFy86BhRZIct0IROZmhMURkVh1,2,0
kqROQI0xueM2susPiQIi5G5kf812,1,0
kqX4xevc4VMoMdPSDD3CN0tXueg2,1,0
kqX6LjfO53b3bnE8HzJOmhuIew62,1,0
kqXZ1MyHEyWnNawSu0ZYNc0rQln2,1,0
kqY5ju42MtYDIft8P21YgqMg1Ji2,1,0
kqdGOZCaEXa3vLinfG3pdj3f3Kf1,1,0
kqeWf7x8YgSbZ06PH42Sdmqi5WG2,2,0
kqeZMksELKRgzG2K5vIEZ7q8GV62,1,0
kqemVgMXawOnUwZg8iX3E8iqyRW2,1,0
kqgzOpSd99d1oI2fnU6uZaX0GvE3,4,0
kqhG9lcC2RQaVwWx1eArHKGLgF42,1,0
kqhptp9fvwgFDFwQlY7GAO5twLE3,1,0
kqjhUEem1CT2iapc1i7zDESSn5L2,2,0
kqkAjoAUw8VqxuCbo6X8Nu4bUjS2,1,0
kqm718F4yPYhOaLG1L1XhO3Hs5R2,1,0
kqmuoPpxojfweWZA0x3tdncBSw43,1,0
kqoXVrtTylWo22YqbM3EHdk9osF2,4,0
kqqLoMWVxKY8stob6MwhXCNvQoW2,3,0
kqrdNiWvulTX4ytduxX0prE2xhq2,2,0
kqs6kEAfzjel2uOjWUEgn6rBNnZ2,1,0
